928,Adam W,12800000,9502983550,Comedy,Adam W,681,United States,US,Comedy,492,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
971,_vector_,12400000,7597013023,Comedy,_vector_,398,United States,US,Comedy,720,176,43,903672000,225900,3600000,2700000,43400000,1200000,2019,Mar,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
153,The Tonight Show Starring Jimmy Fallon,31200000,17111726160,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,US,Comedy,166,44,6,22511000,0,0,0,0,100000,2006,Jan,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
212,Alan Chikin Chow,26400000,27006526665,Comedy,Alan Chikin Chow,865,United States,US,Comedy,61,63,12,1046000000,261500,4200000,3100000,50200000,1300000,2020,Feb,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
217,Smosh,26100000,10435474336,Comedy,Smosh,1619,United States,US,Comedy,410,65,13,68156000,17000,272600,204500,3300000,400000,2005,Nov,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
324,Topper Guild,21900000,15552070846,Comedy,Topper Guild,816,United States,US,Comedy,204,91,16,687028000,171800,2700000,2100000,33000000,1900000,2014,Jul,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
390,Marta and Rustam,20200000,19694265358,Comedy,Marta and Rustam,761,United States,US,Comedy,126,106,20,452250000,113100,1800000,1400000,21700000,600000,2021,Jun,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
410,JennaMarbles,19700000,1803249241,Comedy,JennaMarbles,250,United States,US,Comedy,5665,112,21,3769000,942,15100,11300,180900,nan,2010,Feb,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
428,shane,19200000,4329121104,People & Blogs,shane,570,United States,US,Comedy,1705,114,22,2730000,683,10900,8200,131100,nan,2005,Sep,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
430,Jimmy Kimmel Live,19100000,13124645973,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283,115,23,17243000,4300,69000,51700,827600,nan,2006,Sep,20,88.2,328239523,14.7,270663028,37.09024,-95.712891
431,TheOdd1sOut,19100000,4566120190,Comedy,TheOdd1sOut,139,United States,US,Comedy,1568,115,23,30986000,7700,123900,93000,1500000,nan,2014,Aug,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
689,Ray William Johnson,15000000,10239836582,Entertainment,Ray William Johnson,1803,United States,US,Comedy,423,151,29,312858000,78200,1300000,938600,15000000,200000,2008,May,26,88.2,328239523,14.7,270663028,37.09024,-95.712891
721,CollegeHumor,14700000,7255848125,Comedy,CollegeHumor,4340,United States,US,Comedy,798,154,30,55583000,0,0,0,0,nan,2006,Oct,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
805,Darkar Company Studios,13900000,2244318380,Film & Animation,Darkar Company Studios,183,United States,US,Comedy,4234,161,35,4598000,1100,18400,13800,220700,nan,2009,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
838,Saturday Night Live,13600000,14717282742,Entertainment,Saturday Night Live,8335,United States,US,Comedy,232,164,37,56626000,14200,226500,169900,2700000,nan,2013,Jul,23,88.2,328239523,14.7,270663028,37.09024,-95.712891
871,Just For Laughs Gags,13300000,7406628736,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,764,167,38,17468000,4400,69900,52400,838500,100000,2007,Jan,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
928,Adam W,12800000,9502983550,Comedy,Adam W,681,United States,US,Comedy,492,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
971,_vector_,12400000,7597013023,Comedy,_vector_,398,United States,US,Comedy,720,176,43,903672000,225900,3600000,2700000,43400000,1200000,2019,Mar,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
